7.224470604275297081e-01,6.226358212839480100e-01
5.946047709391789615e-01,5.521987632854711281e-01
5.486830508270504891e-01,5.243236138025683113e-01
5.179156274253412517e-01,4.950106073076462887e-01
4.960684577544129392e-01,4.858096241844329644e-01
4.792381251828850552e-01,4.780755100981214367e-01
4.654838996968770348e-01,4.617684384655177388e-01
4.534681049703463973e-01,4.586231217059383858e-01
4.422458220168470344e-01,4.402254301186927510e-01
4.344039837958408312e-01,4.435318954962245153e-01
4.249701899536025285e-01,4.342100598280230206e-01
4.181326969909123781e-01,4.290327136796728835e-01
4.116665790991190788e-01,4.231244272254952032e-01
4.053196977276177226e-01,4.234427393940431439e-01
4.003427303270255533e-01,4.226399206667205144e-01
3.944078267571488050e-01,4.147422039043074937e-01
3.919418349626728748e-01,4.172594632847857476e-01
3.866113612939169331e-01,4.075025218015921880e-01
3.815666613299223964e-01,4.074551058213745636e-01
3.772643343753534495e-01,4.027295131808496520e-01
3.741872345312019510e-01,4.016823837855236778e-01
3.699979505633660404e-01,4.023231386960601785e-01
3.664863642690027734e-01,4.100999724783187528e-01
3.640268162868091628e-01,3.995211909253171267e-01
3.596372889282286600e-01,3.933519388468202371e-01
3.574840351424208862e-01,3.924446513501345657e-01
3.552404244097465691e-01,3.933698244195107940e-01
3.525683402952718981e-01,3.938862826525187377e-01
3.491999944987336790e-01,3.968394956800641027e-01
3.476523035873373968e-01,3.904315824672922042e-01
3.440903802472911610e-01,3.880543208552444945e-01
3.425703803374571810e-01,3.841524487444084035e-01
3.398724819392012764e-01,3.897979890317160301e-01
3.390211872858416853e-01,3.810698657134665157e-01
3.364582250426373933e-01,3.796965705505812583e-01
3.349964574304122866e-01,3.828143736870296410e-01
3.336308606607523708e-01,3.850695396923784486e-01
3.313600211033901899e-01,3.791807733798361335e-01
3.293041033927971428e-01,3.824377392997252434e-01
3.273546285466893968e-01,3.856942727446306951e-01
3.261014879930755339e-01,3.799024858796130610e-01
3.247010511198584193e-01,3.805228354484331832e-01
3.218602336328830194e-01,3.744613448088466856e-01
3.203980113023836562e-01,3.775259472507524472e-01
3.206188101773647658e-01,3.729026634418320940e-01
3.181399403740234333e-01,3.779512280648834599e-01
3.166116302862503340e-01,3.739054596747635184e-01
3.159331487939881500e-01,3.714958238967880910e-01
